booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,number_of_rooms,adults_count,children_count
RES-17674,GST-1121,2024-02-29,2024-04-13,2024-04-15,RT_DLK,RC_AAA,CH_BDC,Wholesale,Checked-Out,6553.44,1,2,2
RES-17675,GST-1495,2024-01-01,2024-01-29,2024-02-01,RT_STQ,RC_RACK,CH_DIR,Group,Checked-Out,23985.0,2,1,1
RES-17676,GST-0974,2024-08-22,2024-10-12,2024-10-19,RT_STQ,RC_NRF,CH_EXP,Group,Checked-Out,17152.8,1,1,1
RES-17677,GST-1026,2024-07-09,2024-07-09,2024-07-13,RT_STQ,RC_PROMO,CH_WAL,Leisure,Checked-Out,11394.76,1,2,0
RES-17678,GST-0979,2024-09-06,2024-10-05,2024-10-07,RT_STQ,RC_CORP,CH_EXP,Transient,Checked-Out,5876.0,1,2,2
RES-17679,GST-0707,2024-03-31,2024-04-26,2024-04-30,RT_STE,RC_CORP,CH_EXP,Leisure,Cancelled,0,1,1,0
RES-17680,GST-1123,2024-05-01,2024-06-25,2024-06-30,RT_DLK,RC_PROMO,CH_BDC,Leisure,Checked-Out,12831.6,1,1,0
RES-17681,GST-0792,2024-07-07,2024-07-21,2024-07-23,RT_OCV,RC_RACK,CH_GDS,Business,Checked-Out,15129.4,1,1,0
RES-17682,GST-0600,2024-12-03,2024-12-26,2024-12-31,RT_STQ,RC_PROMO,CH_DIR,Leisure,Checked-Out,16182.73,1,2,3
RES-17683,GST-1234,2024-08-11,2024-09-08,2024-09-09,RT_DLK,RC_CORP,CH_BDC,Transient,Checked-Out,3978.4,1,2,0
RES-17684,GST-1778,2024-10-24,2024-11-26,2024-11-27,RT_STQ,RC_RACK,CH_DIR,Business,Checked-Out,3732.3,1,2,2
RES-17685,GST-0210,2024-08-07,2024-08-07,2024-08-13,RT_DLK,RC_AAA,CH_WAL,Group,Checked-Out,28402.92,1,1,1
RES-17686,GST-0334,2024-11-16,2024-11-30,2024-12-05,RT_STQ,RC_RACK,CH_BDC,Leisure,Checked-Out,21983.0,1,1,0
RES-17687,GST-0756,2024-07-11,2024-08-29,2024-08-30,RT_OCV,RC_RACK,CH_EXP,Business,Checked-Out,6078.8,1,1,0
RES-17688,GST-1161,2024-04-28,2024-06-04,2024-06-07,RT_ACC,RC_AAA,CH_BDC,Wholesale,Checked-Out,5525.28,1,1,2
RES-17689,GST-1623,2024-05-07,2024-06-22,2024-06-26,RT_STQ,RC_NRF,CH_EXP,Wholesale,Checked-Out,6425.6,1,1,0
RES-17690,GST-0456,2024-06-10,2024-07-11,2024-07-15,RT_OCV,RC_RACK,CH_DIR,Wholesale,Checked-Out,25402.0,1,2,1
RES-17691,GST-1797,2024-09-19,2024-09-19,2024-09-21,RT_STQ,RC_AAA,CH_WAL,Business,Checked-Out,4561.92,1,2,1
RES-17692,GST-1225,2024-05-16,2024-06-14,2024-06-18,RT_STE,RC_CORP,CH_BDC,Leisure,Checked-Out,32684.8,1,1,1
RES-17693,GST-1199,2024-10-16,2024-11-23,2024-11-25,RT_STQ,RC_CORP,CH_EXP,Transient,Checked-Out,7722.0,1,1,0
RES-17694,GST-1364,2024-01-01,2024-02-12,2024-02-16,RT_STQ,RC_AAA,CH_EXP,Wholesale,Checked-Out,11943.36,1,2,2
RES-17695,GST-0292,2024-11-09,2024-11-28,2024-12-02,RT_STQ,RC_RACK,CH_GDS,Leisure,Checked-Out,69700.8,4,1,0
RES-17696,GST-0994,2024-04-27,2024-05-11,2024-05-15,RT_STQ,RC_AAA,CH_DIR,Leisure,Checked-Out,9797.76,1,1,0
RES-17697,GST-1035,2024-11-29,2024-12-12,2024-12-13,RT_OCV,RC_RACK,CH_DIR,Business,Cancelled,0,1,2,0
RES-17698,GST-0034,2024-05-23,2024-07-01,2024-07-04,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,10666.5,1,2,0
RES-17699,GST-0749,2024-01-01,2024-02-23,2024-02-25,RT_DLK,RC_PROMO,CH_BDC,Business,Checked-Out,9160.45,1,2,0
RES-17700,GST-0007,2024-10-05,2024-11-19,2024-11-22,RT_STQ,RC_AAA,CH_DIR,Group,Checked-Out,36623.34,3,3,3
RES-17701,GST-0653,2024-01-01,2024-01-22,2024-01-27,RT_DLK,RC_CORP,CH_EXP,Leisure,Checked-Out,27852.5,1,1,3
RES-17702,GST-1413,2024-07-08,2024-08-03,2024-08-05,RT_OCV,RC_RACK,CH_EXP,Business,No-Show,7432.1,1,2,0
RES-17703,GST-0060,2024-05-05,2024-05-19,2024-05-22,RT_STQ,RC_NRF,CH_EXP,Leisure,Checked-Out,4832.64,1,1,0
RES-17704,GST-0789,2024-03-05,2024-03-28,2024-03-30,RT_DLK,RC_NRF,CH_EXP,Business,Cancelled,0,1,2,0
RES-17705,GST-1383,2024-06-22,2024-07-17,2024-07-20,RT_STQ,RC_RACK,CH_DIR,Transient,Checked-Out,10557.3,1,2,1
RES-17706,GST-0380,2024-03-16,2024-04-18,2024-04-19,RT_OCV,RC_CORP,CH_BDC,Business,Checked-Out,4761.6,1,1,0
RES-17707,GST-1833,2024-12-06,2024-12-30,2025-01-01,RT_DLK,RC_CORP,CH_GDS,Business,Confirmed,12745.2,1,1,1
RES-17708,GST-0146,2024-09-21,2024-11-02,2024-11-06,RT_STQ,RC_RACK,CH_DIR,Leisure,Checked-Out,15558.4,1,2,0
RES-17709,GST-1436,2024-02-14,2024-02-26,2024-03-01,RT_OCV,RC_AAA,CH_GDS,Leisure,Checked-Out,24640.2,1,1,0
RES-17710,GST-0371,2024-01-20,2024-03-14,2024-03-16,RT_DLK,RC_CORP,CH_EXP,Leisure,Checked-Out,7930.0,1,2,3
RES-17711,GST-1030,2024-08-02,2024-09-01,2024-09-03,RT_DLK,RC_RACK,CH_GDS,Business,Checked-Out,7385.6,1,1,0
RES-17712,GST-0133,2024-04-14,2024-05-11,2024-05-13,RT_DLK,RC_PROMO,CH_EXP,Leisure,No-Show,2798.88,1,2,0
RES-17713,GST-1427,2024-06-27,2024-07-20,2024-07-24,RT_STQ,RC_NRF,CH_BDC,Leisure,Checked-Out,10774.4,1,1,1
RES-17714,GST-1111,2024-10-11,2024-11-03,2024-11-06,RT_STQ,RC_PROMO,CH_BDC,Leisure,Checked-Out,9765.99,1,1,1
RES-17715,GST-1296,2024-04-29,2024-05-31,2024-06-03,RT_DLK,RC_PROMO,CH_BDC,Transient,Checked-Out,7935.6,1,2,0
RES-17716,GST-1234,2024-07-25,2024-09-05,2024-09-10,RT_STE,RC_RACK,CH_DIR,Group,Checked-Out,127040.0,4,2,0
RES-17717,GST-1172,2024-04-23,2024-06-02,2024-06-04,RT_DLK,RC_NRF,CH_EXP,Leisure,Checked-Out,4514.56,1,1,3
RES-17718,GST-0182,2024-09-11,2024-10-27,2024-10-29,RT_OCV,RC_NRF,CH_BDC,Transient,Checked-Out,8859.2,1,1,1
RES-17719,GST-0859,2024-10-29,2024-10-30,2024-11-02,RT_STQ,RC_CORP,CH_WAL,Leisure,Checked-Out,7503.0,1,1,0
RES-17720,GST-0923,2024-02-04,2024-03-29,2024-03-31,RT_STQ,RC_CORP,CH_BDC,Business,Checked-Out,5432.0,1,1,0
RES-17721,GST-0024,2024-11-26,2024-11-27,2024-11-28,RT_STQ,RC_RACK,CH_WAL,Business,No-Show,3932.5,1,2,3
RES-17722,GST-0697,2024-02-04,2024-03-20,2024-03-26,RT_STQ,RC_PROMO,CH_BDC,Group,Checked-Out,31538.4,2,3,0
RES-17723,GST-1281,2024-02-11,2024-02-27,2024-02-29,RT_OCV,RC_RACK,CH_BDC,Business,Checked-Out,14625.0,1,1,0
RES-17724,GST-1239,2024-11-05,2024-12-20,2024-12-27,RT_STE,RC_NRF,CH_EXP,Group,Cancelled,0,1,1,0
RES-17725,GST-0554,2024-10-06,2024-11-12,2024-11-15,RT_STQ,RC_CORP,CH_DIR,Transient,Checked-Out,12230.4,1,2,1
RES-17726,GST-0046,2024-03-21,2024-04-12,2024-04-14,RT_ACC,RC_PROMO,CH_DIR,Transient,No-Show,1820.36,1,2,0
RES-17727,GST-1112,2024-10-10,2024-10-25,2024-10-26,RT_OCV,RC_RACK,CH_DIR,Transient,Checked-Out,5362.0,1,1,0
RES-17728,GST-1147,2024-08-03,2024-08-20,2024-08-25,RT_STQ,RC_CORP,CH_EXP,Group,Cancelled,0,1,2,1
RES-17729,GST-0075,2024-02-17,2024-03-23,2024-03-25,RT_DLK,RC_NRF,CH_DIR,Wholesale,Checked-Out,6369.6,1,1,0
RES-17730,GST-0846,2024-11-27,2024-12-18,2024-12-20,RT_OCV,RC_PROMO,CH_DIR,Business,Checked-Out,21750.82,2,1,0
RES-17731,GST-1584,2024-06-11,2024-08-02,2024-08-07,RT_DLK,RC_CORP,CH_BDC,Leisure,Checked-Out,24758.5,1,1,0
RES-17732,GST-1357,2024-06-29,2024-06-30,2024-07-01,RT_OCV,RC_AAA,CH_WAL,Transient,Checked-Out,3361.68,1,2,0
RES-17733,GST-0981,2024-02-07,2024-03-15,2024-03-19,RT_OCV,RC_CORP,CH_BDC,Leisure,Checked-Out,19620.0,1,2,0
RES-17734,GST-1762,2024-06-16,2024-06-16,2024-06-18,RT_OCV,RC_NRF,CH_WAL,Business,Checked-Out,5881.6,1,1,1
RES-17735,GST-1191,2024-07-10,2024-08-17,2024-08-19,RT_OCV,RC_NRF,CH_EXP,Leisure,Cancelled,0,1,2,0
RES-17736,GST-0582,2024-09-23,2024-10-10,2024-10-12,RT_DLK,RC_RACK,CH_BDC,Transient,Checked-Out,7026.0,1,1,2
RES-17737,GST-0656,2024-07-12,2024-07-23,2024-07-26,RT_ACC,RC_RACK,CH_GDS,Wholesale,Checked-Out,11087.7,1,2,0
RES-17738,GST-0597,2024-07-24,2024-08-23,2024-08-27,RT_STQ,RC_CORP,CH_DIR,Leisure,Checked-Out,13764.4,1,1,0
RES-17739,GST-1422,2024-05-18,2024-06-06,2024-06-08,RT_OCV,RC_NRF,CH_BDC,Business,Checked-Out,7527.68,1,1,1
RES-17740,GST-1352,2024-08-23,2024-09-20,2024-09-22,RT_STQ,RC_RACK,CH_BDC,Business,Cancelled,0,1,1,2
RES-17741,GST-1634,2024-01-05,2024-02-24,2024-02-26,RT_STQ,RC_NRF,CH_EXP,Wholesale,Checked-Out,5378.88,1,1,0
RES-17742,GST-0190,2024-05-08,2024-06-23,2024-06-27,RT_DLK,RC_RACK,CH_BDC,Leisure,Checked-Out,14252.8,1,1,0
RES-17743,GST-1305,2024-10-31,2024-11-30,2024-12-05,RT_DLK,RC_NRF,CH_DIR,Leisure,Checked-Out,18496.4,1,2,2
RES-17744,GST-1445,2024-09-22,2024-09-22,2024-09-26,RT_STQ,RC_RACK,CH_WAL,Wholesale,Checked-Out,10460.8,1,2,0
RES-17745,GST-0173,2024-11-18,2024-12-31,2025-01-01,RT_DLK,RC_RACK,CH_BDC,Transient,Confirmed,5281.9,1,2,2
RES-17746,GST-0298,2024-05-25,2024-06-24,2024-06-26,RT_STQ,RC_NRF,CH_DIR,Business,Checked-Out,4093.44,1,2,1
RES-17747,GST-0550,2024-08-07,2024-09-19,2024-09-23,RT_STQ,RC_NRF,CH_EXP,Leisure,Checked-Out,8581.12,1,1,0
RES-17748,GST-1484,2024-06-08,2024-07-22,2024-07-25,RT_STQ,RC_RACK,CH_DIR,Wholesale,Checked-Out,11368.5,1,2,1
RES-17749,GST-0508,2024-04-07,2024-04-08,2024-04-09,RT_STQ,RC_CORP,CH_WAL,Business,Checked-Out,2672.0,1,2,0
RES-17750,GST-1944,2024-01-16,2024-02-21,2024-02-24,RT_DLK,RC_RACK,CH_DIR,Transient,Checked-Out,17089.8,1,1,0
RES-17751,GST-0581,2024-04-25,2024-04-25,2024-04-28,RT_STE,RC_PROMO,CH_WAL,Leisure,Checked-Out,14671.68,1,2,0
RES-17752,GST-1290,2024-04-14,2024-05-21,2024-05-22,RT_ACC,RC_RACK,CH_DIR,Business,Checked-Out,2552.0,1,2,0
RES-17753,GST-0828,2024-02-01,2024-02-23,2024-02-24,RT_STQ,RC_CORP,CH_DIR,Business,Checked-Out,3316.3,1,1,3
RES-17754,GST-1654,2024-03-28,2024-04-19,2024-04-20,RT_DLK,RC_NRF,CH_GDS,Business,Checked-Out,2721.92,1,2,3
RES-17755,GST-0439,2024-03-07,2024-04-22,2024-04-26,RT_DLK,RC_RACK,CH_BDC,Leisure,Cancelled,0,1,2,0
RES-17756,GST-1793,2024-09-12,2024-11-06,2024-11-07,RT_STQ,RC_RACK,CH_EXP,Transient,Checked-Out,4280.9,1,1,0
RES-17757,GST-0823,2024-04-10,2024-04-26,2024-04-27,RT_OCV,RC_PROMO,CH_EXP,Transient,Checked-Out,3197.36,1,1,0
RES-17758,GST-0269,2024-10-03,2024-12-02,2024-12-03,RT_STQ,RC_NRF,CH_BDC,Business,Checked-Out,14085.76,4,2,0
RES-17759,GST-0136,2024-08-26,2024-09-06,2024-09-09,RT_DLK,RC_CORP,CH_GDS,Transient,Checked-Out,11337.6,1,2,2
RES-17760,GST-1342,2024-03-23,2024-05-20,2024-05-22,RT_OCV,RC_AAA,CH_BDC,Leisure,Checked-Out,8854.56,1,1,0
RES-17761,GST-0014,2024-01-01,2024-01-08,2024-01-11,RT_DLK,RC_RACK,CH_DIR,Transient,Checked-Out,18891.6,1,1,0
RES-17762,GST-0413,2024-08-17,2024-09-23,2024-09-25,RT_STQ,RC_RACK,CH_DIR,Leisure,No-Show,2527.2,1,1,1
RES-17763,GST-0704,2024-02-12,2024-02-27,2024-02-28,RT_OCV,RC_AAA,CH_DIR,Business,Checked-Out,6199.83,1,1,0
RES-17764,GST-0355,2024-09-07,2024-10-02,2024-10-05,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,7692.0,1,2,0
RES-17765,GST-1930,2024-08-03,2024-08-30,2024-09-01,RT_STQ,RC_RACK,CH_EXP,Transient,Checked-Out,8772.4,1,2,0
RES-17766,GST-1638,2024-05-20,2024-07-14,2024-07-16,RT_STQ,RC_RACK,CH_EXP,Business,Cancelled,0,1,2,3
RES-17767,GST-1066,2024-07-18,2024-07-27,2024-07-29,RT_DLK,RC_CORP,CH_GDS,Leisure,Checked-Out,12604.8,1,1,2
RES-17768,GST-0102,2024-02-25,2024-03-17,2024-03-21,RT_STE,RC_AAA,CH_DIR,Leisure,Checked-Out,38386.8,1,1,1
RES-17769,GST-0402,2024-11-08,2024-11-15,2024-11-17,RT_STQ,RC_NRF,CH_DIR,Transient,Checked-Out,5578.56,1,1,3
RES-17770,GST-1950,2024-01-26,2024-02-27,2024-03-01,RT_DLK,RC_NRF,CH_BDC,Leisure,Checked-Out,30937.92,2,3,1
RES-17771,GST-0740,2024-07-28,2024-09-23,2024-09-25,RT_OCV,RC_NRF,CH_EXP,Transient,Checked-Out,6679.04,1,1,2
RES-17772,GST-1521,2024-03-20,2024-04-08,2024-04-10,RT_ACC,RC_AAA,CH_EXP,Business,Checked-Out,4200.48,1,2,0
RES-17773,GST-1219,2024-05-29,2024-06-06,2024-06-11,RT_STQ,RC_CORP,CH_GDS,Leisure,Checked-Out,13032.0,1,2,0
RES-17774,GST-0293,2024-09-25,2024-11-02,2024-11-04,RT_DLK,RC_CORP,CH_EXP,Business,Checked-Out,9640.8,1,2,0
RES-17775,GST-0575,2024-01-01,2024-01-28,2024-01-30,RT_DLK,RC_AAA,CH_DIR,Transient,No-Show,5445.18,1,1,1
RES-17776,GST-1466,2024-09-19,2024-10-16,2024-10-18,RT_OCV,RC_RACK,CH_BDC,Business,Checked-Out,9158.0,1,1,0
RES-17777,GST-1890,2024-11-17,2024-12-04,2024-12-06,RT_DLK,RC_NRF,CH_BDC,Transient,Checked-Out,8211.84,1,2,0
RES-17778,GST-0685,2024-08-18,2024-09-08,2024-09-09,RT_STQ,RC_RACK,CH_EXP,Business,Cancelled,0,1,1,1
RES-17779,GST-1802,2024-01-13,2024-02-08,2024-02-10,RT_STQ,RC_RACK,CH_DIR,Business,Checked-Out,7524.4,1,1,1
RES-17780,GST-1697,2024-08-25,2024-09-07,2024-09-10,RT_STQ,RC_PROMO,CH_DIR,Transient,Cancelled,0,1,2,0
RES-17781,GST-1023,2024-05-17,2024-05-18,2024-05-20,RT_OCV,RC_PROMO,CH_WAL,Business,Checked-Out,7418.8,1,2,0
RES-17782,GST-1883,2024-08-30,2024-10-23,2024-10-25,RT_DLK,RC_AAA,CH_EXP,Transient,No-Show,3281.4,1,2,0
RES-17783,GST-0823,2024-09-03,2024-10-21,2024-10-27,RT_OCV,RC_NRF,CH_BDC,Group,Checked-Out,30144.0,1,2,3
RES-17784,GST-1199,2024-06-25,2024-08-20,2024-08-21,RT_DLK,RC_AAA,CH_BDC,Transient,Checked-Out,5066.1,1,1,0
RES-17785,GST-1272,2024-11-11,2024-12-08,2024-12-11,RT_DLK,RC_RACK,CH_EXP,Leisure,Cancelled,0,1,2,0
RES-17786,GST-0336,2024-02-25,2024-04-08,2024-04-11,RT_STQ,RC_CORP,CH_EXP,Leisure,Cancelled,0,1,2,0
RES-17787,GST-0924,2024-04-15,2024-05-19,2024-05-21,RT_STQ,RC_CORP,CH_BDC,Business,Checked-Out,4489.6,1,2,0
RES-17788,GST-0271,2024-06-29,2024-08-01,2024-08-02,RT_DLK,RC_NRF,CH_EXP,Business,Checked-Out,4808.96,1,1,0
RES-17789,GST-0769,2024-09-02,2024-10-08,2024-10-11,RT_STQ,RC_AAA,CH_DIR,Leisure,No-Show,2406.6,1,1,2
RES-17790,GST-1744,2024-01-24,2024-02-17,2024-02-20,RT_STQ,RC_RACK,CH_EXP,Transient,Checked-Out,12203.1,1,1,0
RES-17791,GST-0042,2024-04-08,2024-05-14,2024-05-17,RT_STQ,RC_AAA,CH_EXP,Leisure,Checked-Out,6369.84,1,1,0
RES-17792,GST-0860,2024-07-10,2024-07-21,2024-07-24,RT_STQ,RC_PROMO,CH_GDS,Wholesale,Checked-Out,9040.01,1,2,2
RES-17793,GST-1418,2024-10-14,2024-11-12,2024-11-16,RT_STQ,RC_RACK,CH_DIR,Leisure,Checked-Out,18018.0,1,1,0
RES-17794,GST-1673,2024-06-27,2024-07-06,2024-07-08,RT_STQ,RC_CORP,CH_DIR,Leisure,Checked-Out,6583.2,1,1,1
RES-17795,GST-1910,2024-07-03,2024-07-19,2024-07-22,RT_STQ,RC_CORP,CH_EXP,Leisure,Checked-Out,10151.7,1,1,0
RES-17796,GST-0935,2024-03-04,2024-03-27,2024-03-30,RT_DLK,RC_AAA,CH_BDC,Leisure,Checked-Out,12290.4,1,2,0
RES-17797,GST-1037,2024-01-01,2024-01-31,2024-02-04,RT_OCV,RC_AAA,CH_EXP,Wholesale,Cancelled,0,1,2,0
RES-17798,GST-1197,2024-08-08,2024-09-16,2024-09-21,RT_STQ,RC_RACK,CH_EXP,Leisure,Cancelled,0,1,2,0
RES-17799,GST-0341,2024-01-28,2024-02-12,2024-02-15,RT_STQ,RC_CORP,CH_DIR,Leisure,Checked-Out,10338.9,1,2,1
RES-17800,GST-0887,2024-01-02,2024-02-17,2024-02-22,RT_STQ,RC_NRF,CH_EXP,Group,Cancelled,0,1,1,0
RES-17801,GST-0223,2024-01-27,2024-02-26,2024-02-28,RT_DLK,RC_NRF,CH_GDS,Business,Checked-Out,7423.52,1,2,0
RES-17802,GST-0086,2024-11-30,2024-12-20,2024-12-21,RT_STQ,RC_AAA,CH_DIR,Transient,Checked-Out,3431.61,1,2,0
RES-17803,GST-0387,2024-10-05,2024-11-16,2024-11-20,RT_STQ,RC_RACK,CH_EXP,Wholesale,No-Show,3733.6,1,2,2
RES-17804,GST-1052,2024-01-01,2024-01-19,2024-01-20,RT_DLK,RC_NRF,CH_DIR,Business,Checked-Out,4728.88,1,1,0
RES-17805,GST-1571,2024-11-24,2024-12-24,2024-12-25,RT_DLK,RC_CORP,CH_EXP,Business,Cancelled,0,1,1,0
RES-17806,GST-1748,2024-01-12,2024-01-28,2024-02-01,RT_DLK,RC_NRF,CH_GDS,Leisure,Checked-Out,19926.4,1,1,3
RES-17807,GST-0673,2024-10-02,2024-11-02,2024-11-07,RT_STQ,RC_RACK,CH_DIR,Leisure,Checked-Out,18050.5,1,2,0
RES-17808,GST-0651,2024-04-21,2024-05-04,2024-05-08,RT_ACC,RC_RACK,CH_GDS,Leisure,Cancelled,0,1,1,3
RES-17809,GST-1517,2024-05-22,2024-05-23,2024-05-26,RT_ACC,RC_RACK,CH_WAL,Transient,Checked-Out,6614.4,1,2,1
RES-17810,GST-0491,2024-05-01,2024-06-10,2024-06-12,RT_STQ,RC_PROMO,CH_DIR,Transient,Checked-Out,3635.28,1,1,1
RES-17811,GST-1893,2024-03-03,2024-03-24,2024-03-28,RT_STQ,RC_CORP,CH_EXP,Group,Checked-Out,12580.0,1,2,0
RES-17812,GST-1472,2024-10-11,2024-10-28,2024-10-30,RT_DLK,RC_AAA,CH_BDC,Business,Checked-Out,7678.8,1,2,0
RES-17813,GST-1010,2024-06-12,2024-07-03,2024-07-04,RT_DLK,RC_RACK,CH_BDC,Business,Checked-Out,5892.9,1,2,0
RES-17814,GST-0650,2024-10-30,2024-11-29,2024-11-30,RT_OCV,RC_RACK,CH_EXP,Business,Cancelled,0,1,2,2
RES-17815,GST-0209,2024-08-30,2024-10-06,2024-10-07,RT_STQ,RC_NRF,CH_BDC,Transient,Checked-Out,2021.6,1,2,0
RES-17816,GST-1419,2024-01-01,2024-02-21,2024-02-22,RT_OCV,RC_RACK,CH_BDC,Business,Checked-Out,6613.1,1,2,0
RES-17817,GST-0038,2024-01-01,2024-01-16,2024-01-19,RT_STQ,RC_CORP,CH_GDS,Transient,Checked-Out,12944.1,1,1,0
RES-17818,GST-0633,2024-06-02,2024-06-30,2024-07-05,RT_STE,RC_CORP,CH_GDS,Leisure,Checked-Out,47456.0,1,1,0
RES-17819,GST-1557,2024-11-20,2024-12-14,2024-12-16,RT_STE,RC_RACK,CH_EXP,Business,Checked-Out,26418.6,1,2,1
RES-17820,GST-1014,2024-07-13,2024-08-10,2024-08-11,RT_OCV,RC_AAA,CH_EXP,Business,Checked-Out,11692.98,2,2,0
RES-17821,GST-0207,2024-05-12,2024-06-05,2024-06-08,RT_OCV,RC_NRF,CH_EXP,Group,Checked-Out,10272.0,1,1,1
RES-17822,GST-0908,2024-01-01,2024-02-13,2024-02-14,RT_DLK,RC_PROMO,CH_EXP,Business,Checked-Out,5152.62,1,2,0
RES-17823,GST-1563,2024-05-31,2024-06-28,2024-07-01,RT_DLK,RC_CORP,CH_DIR,Transient,Checked-Out,10884.0,1,2,2
RES-17824,GST-1792,2024-03-16,2024-04-23,2024-04-28,RT_STQ,RC_RACK,CH_DIR,Leisure,Checked-Out,12576.0,1,2,0
RES-17825,GST-0635,2024-02-04,2024-03-18,2024-03-20,RT_ACC,RC_PROMO,CH_DIR,Leisure,Checked-Out,4491.4,1,2,1
RES-17826,GST-1032,2024-04-06,2024-04-29,2024-05-01,RT_OCV,RC_NRF,CH_EXP,Leisure,Checked-Out,8104.96,1,2,0
RES-17827,GST-1481,2024-08-10,2024-09-27,2024-09-29,RT_OCV,RC_NRF,CH_BDC,Business,Checked-Out,6612.48,1,1,0
RES-17828,GST-0556,2024-01-01,2024-01-29,2024-02-01,RT_DLK,RC_CORP,CH_GDS,Transient,Checked-Out,17503.2,1,2,1
RES-17829,GST-0606,2024-10-17,2024-11-21,2024-11-22,RT_OCV,RC_CORP,CH_EXP,Transient,Checked-Out,6251.7,1,2,0
RES-17830,GST-0698,2024-03-05,2024-04-06,2024-04-10,RT_DLK,RC_RACK,CH_EXP,Wholesale,Cancelled,0,1,2,0
RES-17831,GST-0153,2024-09-13,2024-09-13,2024-09-15,RT_ACC,RC_RACK,CH_WAL,Leisure,Checked-Out,4475.2,1,1,0
RES-17832,GST-0385,2024-03-19,2024-03-19,2024-03-23,RT_OCV,RC_AAA,CH_WAL,Leisure,Cancelled,0,1,2,1
RES-17833,GST-0625,2024-03-10,2024-04-13,2024-04-14,RT_OCV,RC_RACK,CH_BDC,Business,No-Show,3804.8,1,1,1
RES-17834,GST-1260,2024-11-19,2024-11-19,2024-11-21,RT_STQ,RC_RACK,CH_WAL,Business,No-Show,4002.7,1,2,0
RES-17835,GST-1414,2024-09-15,2024-10-04,2024-10-06,RT_DLK,RC_RACK,CH_BDC,Transient,Checked-Out,8976.0,1,2,2
RES-17836,GST-1939,2024-10-03,2024-10-14,2024-10-18,RT_STQ,RC_RACK,CH_GDS,Wholesale,Checked-Out,12052.0,1,1,0
RES-17837,GST-1514,2024-01-13,2024-02-24,2024-02-26,RT_OCV,RC_CORP,CH_EXP,Transient,Checked-Out,14929.2,1,1,0
RES-17838,GST-0514,2024-03-25,2024-04-21,2024-04-27,RT_STQ,RC_RACK,CH_BDC,Group,Checked-Out,12825.6,1,2,0
RES-17839,GST-1219,2024-07-30,2024-08-15,2024-08-19,RT_DLK,RC_NRF,CH_DIR,Leisure,Cancelled,0,1,2,0
RES-17840,GST-0479,2024-01-01,2024-01-20,2024-01-22,RT_STQ,RC_NRF,CH_DIR,Wholesale,Checked-Out,7192.64,1,2,0
RES-17841,GST-1824,2024-02-07,2024-03-20,2024-03-23,RT_STQ,RC_AAA,CH_EXP,Leisure,Checked-Out,8326.8,1,2,0
RES-17842,GST-0248,2024-05-26,2024-07-22,2024-07-24,RT_STE,RC_CORP,CH_EXP,Wholesale,Checked-Out,29346.2,1,2,0
RES-17843,GST-0449,2024-01-01,2024-02-01,2024-02-04,RT_DLK,RC_RACK,CH_BDC,Leisure,Checked-Out,17238.0,1,2,0
RES-17844,GST-0986,2024-05-15,2024-06-09,2024-06-12,RT_STQ,RC_NRF,CH_BDC,Leisure,No-Show,1708.16,1,2,2
RES-17845,GST-0115,2024-03-03,2024-03-23,2024-03-27,RT_OCV,RC_AAA,CH_BDC,Group,Checked-Out,17679.6,1,2,0
RES-17846,GST-1449,2024-02-27,2024-03-17,2024-03-20,RT_STQ,RC_NRF,CH_DIR,Transient,Checked-Out,7288.8,1,1,0
RES-17847,GST-0294,2024-05-07,2024-05-29,2024-05-30,RT_DLK,RC_CORP,CH_BDC,Business,Checked-Out,3518.4,1,2,0
RES-17848,GST-1276,2024-08-12,2024-09-09,2024-09-14,RT_STQ,RC_PROMO,CH_DIR,Leisure,Checked-Out,8921.6,1,2,0
RES-17849,GST-1188,2024-08-21,2024-10-01,2024-10-05,RT_STQ,RC_AAA,CH_DIR,Leisure,Checked-Out,11700.0,1,2,2
RES-17850,GST-0887,2024-06-18,2024-08-01,2024-08-08,RT_STQ,RC_CORP,CH_EXP,Group,Cancelled,0,3,3,3
RES-17851,GST-0825,2024-05-21,2024-06-27,2024-06-28,RT_STQ,RC_RACK,CH_DIR,Business,Checked-Out,2517.6,1,2,1
RES-17852,GST-0973,2024-06-12,2024-07-03,2024-07-05,RT_STQ,RC_NRF,CH_DIR,Leisure,Checked-Out,5202.08,1,2,0
RES-17853,GST-0321,2024-01-01,2024-01-19,2024-01-21,RT_STQ,RC_AAA,CH_DIR,Transient,Checked-Out,6402.24,1,2,0
RES-17854,GST-1023,2024-03-01,2024-03-12,2024-03-13,RT_STQ,RC_CORP,CH_DIR,Transient,No-Show,2734.0,1,2,0
RES-17855,GST-1615,2024-03-21,2024-04-16,2024-04-20,RT_STQ,RC_CORP,CH_DIR,Leisure,Checked-Out,10684.8,1,1,0
RES-17856,GST-0209,2024-04-17,2024-04-17,2024-04-22,RT_STQ,RC_CORP,CH_WAL,Leisure,Checked-Out,11160.0,1,2,1
RES-17857,GST-1761,2024-10-20,2024-12-03,2024-12-05,RT_STQ,RC_RACK,CH_EXP,Transient,Checked-Out,6770.4,1,1,1
